Transaction_ID,Customer_ID,Product_ID,Product_Name,Category,Brand,Price,Rating,Reviews_Count,Stock,Discount_Percentage,Region,Store_ID,Date,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Previous_Sales,Current_Sales,Sales_Growth_Percentage,Demand_Level,Inventory_Risk,Transaction_Quantity,Total_Amount,Payment_Method,Fraud_Flag,Customer_Query,AI_Recommendation
T0118,C8767,109,Boat Product 109,Fashion,Boat,58109,4.6,1620,113,17,Delhi,17,15-06-2025,0,35.7,98.82,247.98,5.68,471,592,25.69,High,Low,4,232436,Debit Card,0,Can I replace damaged items?,Increase marketing
T0119,C5890,135,Apple Product 135,Home,Apple,30788,3.8,57,139,3,Hyderabad,17,06-04-2025,0,26.4,104.85,233.72,4.73,202,242,19.8,Medium,Low,2,61576,Credit Card,0,Can I replace damaged items?,Cross-sell recommendation
T0120,C1572,128,Dell Product 128,Accessories,Dell,3352,4.4,2513,122,36,Bangalore,9,17-09-2025,1,21.2,105.5,206.95,7.13,55,190,245.45,Low,Low,3,10056,Debit Card,0,What is the refund policy?,Increase marketing
T0121,C8356,106,HP Product 106,Fashion,HP,62829,4.2,2515,10,9,Chennai,10,24-01-2025,1,36.4,102.1,221.53,6.16,132,171,29.55,Low,Critical,5,314145,UPI,0,Which product is best?,Urgent inventory alert
T0122,C8340,110,HP Product 110,Home,HP,90145,4,3689,121,22,Mumbai,19,11-09-2025,1,37.6,100.88,208.63,3.41,82,86,4.88,Low,Low,3,270435,UPI,1,Is this product available?,Cross-sell recommendation
T0123,C1273,103,Samsung Product 103,Mobiles,Samsung,61574,3.7,842,179,9,Chennai,6,11-08-2025,0,30.3,93.62,239.78,4.12,143,290,102.8,Medium,Low,2,123148,Debit Card,0,How long is delivery?,Restock product
T0124,C7543,106,Samsung Product 106,Electronics,Samsung,57678,3.5,4624,87,29,Chennai,16,27-02-2025,0,28.2,93.26,218.38,3.49,228,257,12.72,Medium,Low,3,173034,Credit Card,0,How long is delivery?,Restock product
T0125,C6234,102,Dell Product 102,Home,Dell,36138,4,1954,136,39,Hyderabad,8,31-12-2025,1,22.2,99.62,243.29,3.71,321,430,33.96,High,Low,5,180690,Debit Card,0,Which product is best?,Restock product
T0126,C6844,147,Apple Product 147,Home,Apple,1064,3.8,2174,264,12,Mumbai,18,31-10-2025,0,25.4,107.12,246.21,5.34,216,290,34.26,Medium,Low,4,4256,Credit Card,0,How long is delivery?,Restock product
T0127,C1381,132,Nike Product 132,Accessories,Nike,90336,3.8,3876,107,27,Mumbai,11,28-03-2025,1,27.1,90.05,240.39,5.91,129,114,-11.63,Low,Low,1,90336,UPI,0,Is this product available?,Restock product
T0128,C5955,144,Apple Product 144,Home,Apple,48516,4.1,1698,73,11,Bangalore,7,16-09-2025,1,31.1,96.65,205.33,7.33,169,125,-26.04,Low,Low,4,194064,UPI,0,Can I replace damaged items?,Restock product
T0129,C4762,138,HP Product 138,Mobiles,HP,30490,3.7,3299,281,39,Delhi,2,23-06-2025,0,38.3,95.7,227.43,3.69,425,453,6.59,High,Low,1,30490,Debit Card,1,Which product is best?,Restock product
T0130,C6679,142,Samsung Product 142,Fashion,Samsung,19673,4.2,3705,32,23,Delhi,6,13-10-2025,1,31,101.51,207.86,5.29,100,161,61,Low,High,5,98365,Debit Card,0,What is the refund policy?,Restock product
T0131,C1427,118,Apple Product 118,Accessories,Apple,68326,4.1,1933,212,36,Chennai,17,07-12-2025,0,20.3,101.32,235.28,3.67,264,273,3.41,Medium,Low,1,68326,Net Banking,0,How long is delivery?,Apply festive discount
T0132,C1326,140,Dell Product 140,Mobiles,Dell,73164,3.6,4396,199,5,Mumbai,3,26-08-2025,0,19.3,104.12,203.48,4.9,421,524,24.47,High,Low,3,219492,UPI,0,Can I replace damaged items?,Increase marketing
T0133,C4978,109,Sony Product 109,Home,Sony,73614,4.1,1669,231,26,Chennai,5,10-07-2025,0,32.5,97.04,221.2,7.63,318,459,44.34,High,Low,1,73614,Debit Card,0,How long is delivery?,Apply festive discount
T0134,C1332,128,Boat Product 128,Fashion,Boat,44106,4.7,4119,220,26,Delhi,5,21-11-2025,0,26.7,105.48,224.2,7.51,244,298,22.13,Medium,Low,4,176424,Debit Card,0,How long is delivery?,Urgent inventory alert
T0135,C5778,121,Boat Product 121,Mobiles,Boat,34853,4.3,630,163,33,Mumbai,18,03-02-2025,0,20.8,95.09,245.64,5.02,262,363,38.55,Medium,Low,4,139412,Net Banking,0,What is the refund policy?,Cross-sell recommendation
T0136,C6725,111,Nike Product 111,Home,Nike,59525,4.2,2154,21,9,Bangalore,3,27-08-2025,1,26.5,92.34,213.99,4.24,201,200,-0.5,Low,High,5,297625,Net Banking,0,What is the refund policy?,Urgent inventory alert
T0137,C6634,126,Apple Product 126,Mobiles,Apple,82840,4,1922,182,16,Chennai,4,20-10-2025,1,39.9,99.15,204.21,3.58,270,279,3.33,Medium,Low,2,165680,Debit Card,0,Is this product available?,Urgent inventory alert
T0138,C1204,147,Samsung Product 147,Electronics,Samsung,39540,4.3,3355,46,2,Mumbai,3,02-09-2025,0,30.6,102.4,217.01,3.96,478,483,1.05,High,High,2,79080,Credit Card,0,How long is delivery?,Apply festive discount
T0139,C1650,133,Dell Product 133,Home,Dell,99834,4.2,2718,216,12,Hyderabad,11,03-12-2025,1,35.4,107.98,248.7,3.26,268,225,-16.04,Medium,Low,5,499170,Debit Card,0,Can I replace damaged items?,Increase marketing
T0140,C6412,119,HP Product 119,Electronics,HP,12870,3.5,4409,295,21,Chennai,17,24-02-2025,0,18.1,112.21,220.63,4.94,446,406,-8.97,High,Low,2,25740,UPI,0,Which product is best?,Restock product
T0141,C5070,118,Nike Product 118,Electronics,Nike,88820,3.8,3470,246,6,Mumbai,20,10-11-2025,1,37.3,92.3,226.29,7.19,388,485,25,High,Low,2,177640,UPI,0,Which product is best?,Restock product
T0142,C9430,143,Dell Product 143,Mobiles,Dell,47217,5,1246,296,34,Delhi,9,12-11-2025,1,23.6,113.64,232.9,3.54,363,475,30.85,High,Low,5,236085,UPI,0,How long is delivery?,Increase marketing
T0143,C1484,109,Nike Product 109,Accessories,Nike,65402,4.2,4727,248,8,Delhi,16,13-12-2025,0,20.3,101.47,219.08,5.89,473,483,2.11,High,Low,5,327010,UPI,1,Which product is best?,Restock product
T0144,C1828,131,Nike Product 131,Mobiles,Nike,35582,4.5,3448,29,16,Mumbai,11,16-08-2025,0,35.3,98.23,231.05,5.03,249,399,60.24,Medium,High,1,35582,Debit Card,0,What is the refund policy?,Increase marketing
T0145,C9333,114,Apple Product 114,Electronics,Apple,8187,4.4,3424,227,39,Hyderabad,4,11-09-2025,0,38.3,98.12,222.26,4.29,165,143,-13.33,Low,Low,3,24561,Debit Card,1,What is the refund policy?,Cross-sell recommendation
T0146,C6102,111,Nike Product 111,Mobiles,Nike,89512,3.6,2490,8,12,Mumbai,9,06-10-2025,1,23,107.29,206.21,7,458,563,22.93,High,Critical,3,268536,Net Banking,0,Is this product available?,Urgent inventory alert
T0147,C3669,120,Nike Product 120,Accessories,Nike,79114,4.6,675,20,9,Hyderabad,13,08-08-2025,0,33.3,96.82,245.46,6.51,450,427,-5.11,High,High,4,316456,Debit Card,0,How long is delivery?,Cross-sell recommendation
T0148,C5805,127,Boat Product 127,Fashion,Boat,70068,3.9,1070,225,40,Delhi,18,16-09-2025,0,33.5,101.89,246.73,3.7,134,261,94.78,Medium,Low,5,350340,Credit Card,0,Can I replace damaged items?,Urgent inventory alert
T0149,C6357,149,Dell Product 149,Accessories,Dell,12695,4.5,3703,5,32,Delhi,11,27-08-2025,0,31,99.49,211.61,4.51,246,222,-9.76,Medium,Critical,5,63475,Net Banking,0,Which product is best?,Increase marketing
T0150,C7517,103,Apple Product 103,Home,Apple,42390,4.2,4639,16,7,Delhi,5,12-10-2025,1,19.9,95.14,225.01,4.17,487,554,13.76,High,Critical,1,42390,Credit Card,0,Which product is best?,Cross-sell recommendation
T0151,C8830,146,Samsung Product 146,Fashion,Samsung,7884,3.6,4712,209,24,Chennai,3,25-02-2025,0,36.2,103.78,211.56,5.47,477,607,27.25,High,Low,5,39420,UPI,0,Is this product available?,Restock product
T0152,C8389,150,Dell Product 150,Mobiles,Dell,65457,4.2,1851,28,8,Hyderabad,9,06-02-2025,0,37.2,102.07,230.71,3.4,404,529,30.94,High,High,5,327285,Credit Card,0,What is the refund policy?,Increase marketing
T0153,C9965,101,Sony Product 101,Electronics,Sony,19018,3.8,2072,182,29,Hyderabad,13,10-02-2025,0,25.3,111.47,244.37,7.29,346,378,9.25,Medium,Low,1,19018,Net Banking,1,How long is delivery?,Restock product
T0154,C3792,150,Boat Product 150,Mobiles,Boat,22823,4,3523,152,1,Bangalore,8,26-11-2025,1,25.1,106.96,235.53,6.63,59,99,67.8,Low,Low,2,45646,Credit Card,0,Is this product available?,Cross-sell recommendation
T0155,C3777,121,Apple Product 121,Electronics,Apple,7747,4.1,665,256,14,Chennai,10,02-11-2025,1,18.1,102.24,244.68,3.56,166,121,-27.11,Low,Low,3,23241,Net Banking,0,Can I replace damaged items?,Apply festive discount
T0156,C9844,115,Samsung Product 115,Electronics,Samsung,95753,3.9,303,203,19,Hyderabad,13,23-02-2025,0,35,106.28,206.62,6.63,399,399,0,Medium,Low,4,383012,Net Banking,0,Is this product available?,Restock product
T0157,C6798,113,Dell Product 113,Electronics,Dell,76645,4.6,697,53,21,Mumbai,18,15-12-2025,0,35.4,94.82,224.22,4.62,381,355,-6.82,Medium,Low,2,153290,UPI,1,Is this product available?,Restock product
T0158,C7673,100,Dell Product 100,Mobiles,Dell,89937,4.1,4011,128,3,Chennai,16,24-05-2025,1,20.5,108.84,204.88,4.24,386,370,-4.15,Medium,Low,3,269811,Credit Card,0,What is the refund policy?,Increase marketing
T0159,C4551,106,Samsung Product 106,Home,Samsung,43729,5,3223,87,23,Hyderabad,4,09-04-2025,1,19.4,92.25,214.99,3.13,212,273,28.77,Medium,Low,4,174916,Credit Card,0,Is this product available?,Increase marketing
T0160,C2084,139,Sony Product 139,Electronics,Sony,98906,4,4788,162,32,Bangalore,7,14-04-2025,0,37.7,107.27,206.44,7.42,234,382,63.25,Medium,Low,1,98906,Net Banking,0,What is the refund policy?,Apply festive discount
T0161,C2473,105,Samsung Product 105,Accessories,Samsung,55048,3.7,4577,161,25,Hyderabad,12,10-08-2025,1,18.4,92.45,225.76,3.13,395,502,27.09,High,Low,3,165144,Credit Card,1,Which product is best?,Increase marketing
T0162,C6776,141,Apple Product 141,Fashion,Apple,81783,3.8,830,201,17,Bangalore,18,25-11-2025,0,39.9,103.97,221.46,7.83,136,196,44.12,Low,Low,2,163566,UPI,0,What is the refund policy?,Apply festive discount
T0163,C5273,132,Nike Product 132,Electronics,Nike,99753,3.9,4454,273,30,Hyderabad,14,03-10-2025,1,19.9,110.66,234.96,5.37,60,49,-18.33,Low,Low,4,399012,Debit Card,0,How long is delivery?,Increase marketing
T0164,C8113,127,Dell Product 127,Mobiles,Dell,6803,4.9,3144,197,7,Hyderabad,8,20-01-2025,1,32,111.28,229.47,3.94,78,173,121.79,Low,Low,3,20409,Net Banking,0,Can I replace damaged items?,Urgent inventory alert
T0165,C6863,120,HP Product 120,Fashion,HP,9149,4.2,1851,99,38,Chennai,10,23-06-2025,0,35.6,114.28,229.74,3.82,430,398,-7.44,Medium,Low,1,9149,Debit Card,1,What is the refund policy?,Urgent inventory alert
T0166,C9034,101,Sony Product 101,Accessories,Sony,81984,3.7,563,39,22,Delhi,5,03-03-2025,0,29.6,94.84,223.91,5.18,476,626,31.51,High,High,2,163968,Credit Card,0,How long is delivery?,Restock product
T0167,C6071,107,Apple Product 107,Fashion,Apple,87997,4.3,185,56,37,Chennai,14,14-02-2025,0,36.4,114.04,219.64,6.49,449,437,-2.67,High,Low,3,263991,Credit Card,0,How long is delivery?,Apply festive discount
T0168,C2701,104,Sony Product 104,Home,Sony,36369,4.7,1161,297,39,Hyderabad,7,19-12-2025,0,33.9,95.62,223.58,6.78,79,50,-36.71,Low,Low,3,109107,Credit Card,0,What is the refund policy?,Cross-sell recommendation
T0169,C3293,121,Sony Product 121,Mobiles,Sony,40557,3.8,2109,229,7,Mumbai,4,07-09-2025,0,26.1,108.71,204.14,5.5,490,510,4.08,High,Low,5,202785,UPI,0,Can I replace damaged items?,Restock product
T0170,C5714,108,Nike Product 108,Mobiles,Nike,85931,4.1,2499,242,4,Delhi,13,12-07-2025,1,34.5,92.64,234.14,4.1,314,455,44.9,High,Low,1,85931,Debit Card,0,Is this product available?,Restock product
T0171,C3800,149,Sony Product 149,Mobiles,Sony,85333,4.2,2907,196,15,Bangalore,17,05-03-2025,0,23.3,114.84,248.92,7.09,327,320,-2.14,Medium,Low,4,341332,Credit Card,1,How long is delivery?,Increase marketing
T0172,C6417,118,Nike Product 118,Home,Nike,97510,4.7,197,131,16,Hyderabad,4,11-04-2025,1,35.9,91.94,228.78,4.75,461,416,-9.76,High,Low,2,195020,UPI,0,Is this product available?,Apply festive discount
T0173,C6418,134,HP Product 134,Electronics,HP,20047,3.5,2389,125,9,Bangalore,18,17-11-2025,1,25.1,95.35,239.59,5.33,91,206,126.37,Medium,Low,4,80188,UPI,0,What is the refund policy?,Increase marketing
T0174,C7916,142,Samsung Product 142,Accessories,Samsung,21239,3.6,958,5,17,Mumbai,8,11-01-2025,1,31.8,113.19,246.09,6.18,306,275,-10.13,Medium,Critical,2,42478,UPI,1,What is the refund policy?,Apply festive discount
T0175,C8029,130,HP Product 130,Accessories,HP,46187,3.9,1028,70,37,Bangalore,15,16-07-2025,0,27.2,90.93,210.89,5.7,369,477,29.27,High,Low,5,230935,Debit Card,0,Can I replace damaged items?,Restock product
T0176,C5091,140,HP Product 140,Accessories,HP,82137,4.7,1850,237,22,Bangalore,18,21-04-2025,0,22.7,113.84,211.88,4.63,351,356,1.42,Medium,Low,1,82137,Net Banking,0,Can I replace damaged items?,Cross-sell recommendation
T0177,C1037,119,Sony Product 119,Accessories,Sony,21419,3.8,4722,121,22,Mumbai,20,14-05-2025,0,22.6,109.02,229.62,6.42,243,302,24.28,Medium,Low,3,64257,Debit Card,0,How long is delivery?,Restock product
T0178,C9982,108,Boat Product 108,Fashion,Boat,59644,4.7,3818,144,24,Delhi,19,12-03-2025,1,38,100.79,211.67,5.49,170,152,-10.59,Low,Low,2,119288,UPI,0,What is the refund policy?,Apply festive discount
T0179,C9603,112,Boat Product 112,Fashion,Boat,97089,4.2,1113,5,1,Bangalore,10,03-04-2025,1,27.1,94.27,225.13,3.7,259,250,-3.47,Medium,Critical,2,194178,Net Banking,0,Can I replace damaged items?,Restock product
T0180,C2604,106,HP Product 106,Home,HP,16558,4.7,3591,209,14,Bangalore,19,14-05-2025,0,28.1,94.07,212.98,6.81,192,148,-22.92,Low,Low,2,33116,Credit Card,1,How long is delivery?,Cross-sell recommendation
T0181,C9931,118,Dell Product 118,Accessories,Dell,41828,3.9,2734,138,7,Mumbai,17,20-12-2025,1,27.8,107.27,227.89,3.41,188,171,-9.04,Low,Low,1,41828,UPI,1,Can I replace damaged items?,Increase marketing
T0182,C2546,133,HP Product 133,Electronics,HP,46374,4.6,2705,65,36,Hyderabad,19,29-09-2025,1,32.4,99.86,212.63,3.87,353,426,20.68,High,Low,2,92748,UPI,0,Which product is best?,Restock product
T0183,C4379,122,Sony Product 122,Accessories,Sony,66137,4.5,3313,281,29,Bangalore,13,20-04-2025,1,25.5,100.56,205.39,3.42,60,27,-55,Low,Low,1,66137,UPI,0,What is the refund policy?,Apply festive discount
T0184,C4270,123,Nike Product 123,Mobiles,Nike,85222,4.4,4989,222,35,Chennai,1,22-04-2025,1,19.5,109.2,200.95,7.87,65,60,-7.69,Low,Low,3,255666,Credit Card,0,Can I replace damaged items?,Urgent inventory alert
T0185,C1853,127,Boat Product 127,Accessories,Boat,49559,3.7,1389,18,11,Delhi,8,27-06-2025,0,27.7,113.46,216.72,5.09,289,425,47.06,High,Critical,5,247795,Credit Card,0,How long is delivery?,Apply festive discount
T0186,C2899,125,Nike Product 125,Mobiles,Nike,23508,4.9,3072,206,17,Mumbai,1,11-04-2025,1,27.6,91.02,220.65,4.74,164,249,51.83,Medium,Low,5,117540,Net Banking,0,How long is delivery?,Cross-sell recommendation
T0187,C2385,138,Dell Product 138,Accessories,Dell,9190,4.7,2141,104,19,Chennai,12,16-12-2025,1,39.5,106.65,214.39,4.63,409,541,32.27,High,Low,1,9190,Debit Card,0,Which product is best?,Urgent inventory alert
T0188,C4762,134,Boat Product 134,Mobiles,Boat,55656,4.3,2348,165,3,Delhi,10,27-03-2025,1,29.7,108.36,212.75,6.78,99,134,35.35,Low,Low,2,111312,UPI,0,How long is delivery?,Increase marketing
T0189,C8185,125,Samsung Product 125,Accessories,Samsung,72950,4.6,2312,262,28,Hyderabad,5,28-01-2025,1,36,106.32,240.65,3.21,169,170,0.59,Low,Low,5,364750,Net Banking,0,What is the refund policy?,Apply festive discount
T0190,C6250,108,Sony Product 108,Accessories,Sony,43906,4.8,2037,52,0,Delhi,9,02-04-2025,0,30.5,95.4,209.92,7.31,443,585,32.05,High,Low,2,87812,Net Banking,0,Which product is best?,Increase marketing
T0191,C9354,125,Apple Product 125,Home,Apple,78827,3.6,1418,185,4,Chennai,2,22-09-2025,0,24.5,110.17,206.65,7.23,324,334,3.09,Medium,Low,2,157654,Debit Card,1,Is this product available?,Cross-sell recommendation
T0192,C1876,135,Nike Product 135,Mobiles,Nike,93754,3.7,2424,230,35,Mumbai,20,22-08-2025,1,33.5,104.11,214.11,4.33,396,380,-4.04,Medium,Low,4,375016,Net Banking,0,Is this product available?,Urgent inventory alert
T0193,C1658,138,Dell Product 138,Fashion,Dell,68743,4.3,4434,84,5,Chennai,18,02-07-2025,1,26.3,98.22,227.52,3.01,308,307,-0.32,Medium,Low,2,137486,Debit Card,0,Can I replace damaged items?,Apply festive discount
T0194,C4154,106,HP Product 106,Electronics,HP,5027,3.5,551,61,28,Bangalore,20,16-09-2025,1,37.3,108.39,223.18,5.08,247,329,33.2,Medium,Low,3,15081,Debit Card,0,Can I replace damaged items?,Apply festive discount
T0195,C1256,108,HP Product 108,Mobiles,HP,88728,4.9,3485,244,36,Bangalore,4,16-10-2025,1,19.1,101.57,218.48,5.95,101,115,13.86,Low,Low,3,266184,Net Banking,0,Is this product available?,Increase marketing
T0196,C5138,110,HP Product 110,Accessories,HP,95152,4.9,1851,216,8,Bangalore,19,04-03-2025,1,23.3,112.6,232.93,6.43,388,464,19.59,High,Low,2,190304,Credit Card,1,Is this product available?,Urgent inventory alert
T0197,C9465,129,Nike Product 129,Accessories,Nike,18259,4.1,1141,275,40,Chennai,19,23-05-2025,0,27.3,101.34,239.03,7.86,399,490,22.81,High,Low,4,73036,Credit Card,0,Is this product available?,Restock product
T0198,C9550,136,Apple Product 136,Electronics,Apple,26614,4.2,3639,294,2,Mumbai,17,20-09-2025,0,38.8,105.72,235.65,6.36,220,346,57.27,Medium,Low,3,79842,Credit Card,0,Can I replace damaged items?,Apply festive discount
T0199,C3841,148,HP Product 148,Fashion,HP,21463,4,2638,160,20,Delhi,3,02-07-2025,0,28.2,103.22,213.08,3.51,249,391,57.03,Medium,Low,5,107315,Debit Card,0,How long is delivery?,Cross-sell recommendation
T0200,C4395,101,HP Product 101,Home,HP,19833,3.7,676,185,3,Hyderabad,6,22-05-2025,0,38.2,103.83,210.38,5.31,208,357,71.63,Medium,Low,2,39666,Net Banking,0,Can I replace damaged items?,Increase marketing
T0201,C3053,150,Boat Product 150,Fashion,Boat,21116,4.7,3986,272,22,Chennai,3,01-09-2025,0,21.3,104.71,220.22,4.02,306,382,24.84,Medium,Low,4,84464,Net Banking,1,Can I replace damaged items?,Apply festive discount
T0202,C9114,101,HP Product 101,Accessories,HP,23933,4.4,1386,191,1,Chennai,2,05-01-2025,1,27.5,107.6,201.9,7.94,435,555,27.59,High,Low,2,47866,Debit Card,0,Can I replace damaged items?,Restock product
T0203,C5465,136,HP Product 136,Electronics,HP,14518,4.5,2505,73,5,Bangalore,11,16-08-2025,0,31.2,113.33,229.58,3.77,214,300,40.19,Medium,Low,2,29036,Credit Card,1,Is this product available?,Restock product
T0204,C8986,115,HP Product 115,Mobiles,HP,4441,4.9,4002,195,15,Delhi,4,04-07-2025,0,27.8,95.16,219.22,7.23,167,275,64.67,Medium,Low,3,13323,Credit Card,0,Which product is best?,Cross-sell recommendation
T0205,C1617,128,Boat Product 128,Accessories,Boat,3800,3.7,1320,56,6,Delhi,12,29-03-2025,1,37.1,90.95,211.74,3.65,101,130,28.71,Low,Low,1,3800,Credit Card,0,What is the refund policy?,Increase marketing
T0206,C9302,120,HP Product 120,Electronics,HP,54097,3.6,1455,242,9,Delhi,14,22-03-2025,0,29.2,92.68,222.8,4.82,292,290,-0.68,Medium,Low,5,270485,Net Banking,0,Which product is best?,Increase marketing
T0207,C7106,143,Apple Product 143,Home,Apple,7508,4.7,4224,208,7,Delhi,15,18-12-2025,0,34.4,109.39,234.01,7.59,294,349,18.71,Medium,Low,3,22524,UPI,1,Is this product available?,Apply festive discount
T0208,C9112,122,Dell Product 122,Electronics,Dell,73162,3.9,490,216,16,Bangalore,17,04-10-2025,0,20.8,97.99,239.88,4.15,376,493,31.12,High,Low,3,219486,Credit Card,0,How long is delivery?,Urgent inventory alert
T0209,C3546,133,HP Product 133,Accessories,HP,69941,3.8,4015,27,30,Chennai,14,13-10-2025,0,23.3,108.01,203.04,6.49,81,88,8.64,Low,High,5,349705,Credit Card,0,Which product is best?,Increase marketing
T0210,C3787,133,Dell Product 133,Accessories,Dell,11297,3.9,3970,35,38,Bangalore,20,27-07-2025,0,37.1,99.87,227.48,3.36,447,497,11.19,High,High,3,33891,Debit Card,0,Is this product available?,Apply festive discount
T0211,C9825,104,HP Product 104,Home,HP,59383,3.6,4595,113,33,Mumbai,17,27-12-2025,0,21.4,100.34,206.53,5.57,400,538,34.5,High,Low,5,296915,UPI,0,How long is delivery?,Increase marketing
T0212,C1510,106,Samsung Product 106,Mobiles,Samsung,82314,4.4,4223,230,5,Bangalore,20,05-12-2025,1,29.4,110.47,238.53,6.75,261,286,9.58,Medium,Low,4,329256,UPI,1,Is this product available?,Apply festive discount
T0213,C2690,148,Dell Product 148,Mobiles,Dell,22612,3.7,2321,31,6,Delhi,7,25-05-2025,0,37.4,107.96,235.8,5.55,320,294,-8.12,Medium,High,2,45224,Credit Card,0,Is this product available?,Cross-sell recommendation
T0214,C1048,131,Nike Product 131,Electronics,Nike,3454,3.6,3377,223,33,Mumbai,4,28-02-2025,0,29.2,112.08,232.05,5.19,146,269,84.25,Medium,Low,2,6908,UPI,0,Can I replace damaged items?,Restock product
T0215,C2101,150,Nike Product 150,Fashion,Nike,96663,4.7,3343,79,30,Chennai,15,28-10-2025,1,27.2,97.81,232.6,7.19,259,343,32.43,Medium,Low,2,193326,Debit Card,0,Can I replace damaged items?,Apply festive discount
T0216,C6468,104,HP Product 104,Home,HP,1825,3.7,2973,185,7,Chennai,5,08-10-2025,1,26.7,105.05,221.92,3.82,174,283,62.64,Medium,Low,1,1825,Credit Card,1,Can I replace damaged items?,Restock product
T0217,C4924,101,Dell Product 101,Home,Dell,42491,4.2,2227,182,27,Hyderabad,2,21-07-2025,1,35,112.35,240.5,5.46,277,295,6.5,Medium,Low,3,127473,UPI,0,How long is delivery?,Apply festive discount
T0218,C9882,133,Dell Product 133,Accessories,Dell,68225,4.3,4565,270,19,Delhi,8,17-09-2025,0,36.6,96.68,205.36,6.98,477,534,11.95,High,Low,2,136450,Net Banking,1,Can I replace damaged items?,Increase marketing
T0219,C1771,147,Samsung Product 147,Electronics,Samsung,56671,4.1,3159,182,5,Chennai,9,18-05-2025,1,22.9,99.17,209.75,4.93,344,367,6.69,Medium,Low,4,226684,Net Banking,0,How long is delivery?,Cross-sell recommendation
T0220,C6216,142,Dell Product 142,Accessories,Dell,16614,4.4,883,49,13,Delhi,3,10-02-2025,0,27.4,95.95,247.86,7.56,220,174,-20.91,Low,High,1,16614,Credit Card,0,Which product is best?,Urgent inventory alert
T0221,C1237,107,Nike Product 107,Accessories,Nike,55904,4.1,290,6,4,Hyderabad,12,18-06-2025,0,22.5,114.87,239.12,5.35,213,252,18.31,Medium,Critical,3,167712,Credit Card,0,What is the refund policy?,Cross-sell recommendation
T0222,C9881,103,Dell Product 103,Accessories,Dell,21150,4.1,942,61,6,Hyderabad,14,06-12-2025,1,19.6,97.58,232.91,6.52,194,215,10.82,Medium,Low,1,21150,UPI,0,Is this product available?,Increase marketing
T0223,C6839,114,Dell Product 114,Mobiles,Dell,54942,4,4194,36,22,Chennai,7,27-05-2025,1,35.1,93.62,242.99,6.58,402,529,31.59,High,High,3,164826,Credit Card,1,What is the refund policy?,Apply festive discount
T0224,C6942,111,Nike Product 111,Electronics,Nike,54286,4.7,440,228,31,Bangalore,4,15-11-2025,1,35.5,98.51,219.76,7.02,73,157,115.07,Low,Low,3,162858,Debit Card,1,How long is delivery?,Urgent inventory alert
T0225,C3428,102,Nike Product 102,Fashion,Nike,55485,4.9,885,5,19,Bangalore,9,02-12-2025,0,30.2,109.78,213.7,6.24,87,203,133.33,Medium,Critical,4,221940,Credit Card,0,Can I replace damaged items?,Cross-sell recommendation
T0226,C7555,133,Apple Product 133,Accessories,Apple,12421,4.1,1365,88,3,Delhi,20,05-07-2025,0,39.7,107.85,228.61,3.6,251,367,46.22,Medium,Low,1,12421,Net Banking,0,How long is delivery?,Cross-sell recommendation
T0227,C6995,138,Dell Product 138,Fashion,Dell,30063,4.4,2726,250,5,Mumbai,3,05-08-2025,0,36.9,101.71,228.87,4.36,438,512,16.89,High,Low,3,90189,UPI,0,Can I replace damaged items?,Apply festive discount
T0228,C1546,114,Sony Product 114,Electronics,Sony,39487,4.1,900,51,28,Chennai,20,07-01-2025,1,35.8,91.97,202.37,4.62,253,345,36.36,Medium,Low,3,118461,Debit Card,0,Which product is best?,Restock product
T0229,C2308,106,Dell Product 106,Home,Dell,68881,4.3,1843,218,2,Bangalore,10,03-12-2025,0,33.2,103.53,213.88,5.28,168,119,-29.17,Low,Low,4,275524,Credit Card,0,How long is delivery?,Increase marketing
T0230,C4397,110,Samsung Product 110,Electronics,Samsung,60809,3.5,329,256,28,Hyderabad,5,01-05-2025,1,25.1,94.01,245.7,6.79,313,302,-3.51,Medium,Low,1,60809,Net Banking,0,How long is delivery?,Increase marketing
T0231,C9846,138,Boat Product 138,Fashion,Boat,73044,4.6,3679,23,16,Hyderabad,12,04-11-2025,0,18.5,103.56,215.27,4.9,316,358,13.29,Medium,High,1,73044,Credit Card,0,Can I replace damaged items?,Apply festive discount
T0232,C9568,140,Dell Product 140,Accessories,Dell,6156,4.4,4655,258,3,Chennai,20,19-11-2025,0,20.1,104.26,214.35,4.86,242,282,16.53,Medium,Low,4,24624,Net Banking,0,How long is delivery?,Increase marketing
T0233,C5246,115,Boat Product 115,Accessories,Boat,95923,4.8,3990,207,0,Hyderabad,9,20-09-2025,1,30.2,103.64,212.68,3.48,197,304,54.31,Medium,Low,5,479615,UPI,0,Which product is best?,Increase marketing
T0234,C4207,146,Nike Product 146,Mobiles,Nike,93302,4.5,3133,102,8,Chennai,15,23-01-2025,0,25.9,109.56,238.72,5.78,202,235,16.34,Medium,Low,5,466510,Debit Card,0,Which product is best?,Restock product
T0235,C4646,121,HP Product 121,Electronics,HP,19363,4.9,2699,291,14,Bangalore,1,03-10-2025,0,31.4,102.78,249.9,7.3,312,321,2.88,Medium,Low,4,77452,Net Banking,0,How long is delivery?,Apply festive discount
